Timestep DMC STD
0.02 -145.0905824 0.0006674759461
0.01 -145.0790805 0.0006901351551
0.005 -145.0757539 0.0007184269767
0.0025 -145.0719874 0.0007002066698
0.001 -145.0703367 0.0007512105105
