s,Se, 0.0402240 
 
p,Se, 0.0254000 
 
d,Se, 0.0560928 
 
f,Se, 0.0775924 
 
g,Se, 0.1296348 
 
h,Se, 0.2143776 
 
i,Se, 0.3560548 
 
