Timestep DMC STD
0.02 -5.404932409 0.0001161799358
0.01 -5.404296552 0.0001109172353
0.005 -5.404623835 0.0001237192648
0.0025 -5.404095604 0.0001034352676
0.001 -5.403955936 0.0001046054518
