Timestep DMC STD
0.02 -1.935998324 5.996623597e-05
0.01 -1.935829677 6.095683054e-05
0.005 -1.936116608 6.218670994e-05
0.0025 -1.935873549 5.51516311e-05
0.001 -1.935994608 6.304571048e-05
