s,Br, 0.0501468 
 
p,Br, 0.0312432 
 
d,Br, 0.0669224 
 
f,Br, 0.0940308 
 
g,Br, 0.1474312 
 
h,Br, 0.2409024 
 
i,Br, 0.4013220 
 
