Timestep DMC STD
0.02 -103.8403017 0.0007350765372
0.01 -103.8335154 0.0006885536163
0.005 -103.8313935 0.0005955875566
0.0025 -103.8259137 0.0005875777426
0.001 -103.8251376 0.0005168508973
