#  Lmax = 1 nonlocal L channels1
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       1.999219053714e-02       2.145759733004e+02
1.921000000000e-02       1.727040721018e-01       2.110905152712e+02
3.621000000000e-02       3.204847207614e-01       2.023845574465e+02
5.321000000000e-02       4.595228783675e-01       1.892297322643e+02
7.021000000000e-02       5.867149408500e-01       1.727083597156e+02
8.721000000000e-02       6.997666798183e-01       1.540378315724e+02
1.042100000000e-01       7.972351497963e-01       1.344043930341e+02
1.212100000000e-01       8.785126776970e-01       1.148406718190e+02
1.382100000000e-01       9.437595485166e-01       9.615995044827e+01
1.552100000000e-01       9.937956930969e-01       7.894088630546e+01
1.722100000000e-01       1.029964053658e+00       6.354583580805e+01
1.892100000000e-01       1.053979231479e+00       5.015507771408e+01
2.062100000000e-01       1.067774567751e+00       3.880444569566e+01
2.232100000000e-01       1.073359179555e+00       2.942038258633e+01
2.402100000000e-01       1.072693986621e+00       2.185099543468e+01
2.572100000000e-01       1.067592792791e+00       1.589351115354e+01
2.742100000000e-01       1.059651404663e+00       1.131846605088e+01
2.912100000000e-01       1.050204913007e+00       7.890307154150e+00
3.082100000000e-01       1.040310886456e+00       5.383715890075e+00
3.252100000000e-01       1.030754487297e+00       3.595130177867e+00
3.422100000000e-01       1.022070486449e+00       2.349458520605e+00
3.592100000000e-01       1.014576788592e+00       1.502545325647e+00
3.762100000000e-01       1.008414289641e+00       9.403425315249e-01
3.932100000000e-01       1.003588537155e+00       5.758892695031e-01
4.102100000000e-01       1.000009578081e+00       3.451311030710e-01
4.272100000000e-01       9.975274216154e-01       2.024045702347e-01
4.442100000000e-01       9.959615645389e-01       1.161574713470e-01
4.612100000000e-01       9.951239385821e-01       6.523254994086e-02
4.782100000000e-01       9.948353701880e-01       3.584856881194e-02
4.952100000000e-01       9.949361710644e-01       1.927833934564e-02
5.122100000000e-01       9.952918001484e-01       1.014512606352e-02
5.292100000000e-01       9.957946839731e-01       5.224390043241e-03
5.462100000000e-01       9.963632781820e-01       2.632715635384e-03
5.632100000000e-01       9.969393574589e-01       1.298262208019e-03
5.802100000000e-01       9.974843549998e-01       6.264857153456e-04
5.972100000000e-01       9.979753867834e-01       2.958356527498e-04
6.142100000000e-01       9.984014095351e-01       1.367033175211e-04
6.312100000000e-01       9.987597948613e-01       6.181570831630e-05
6.482100000000e-01       9.990534636950e-01       2.735324297348e-05
6.652100000000e-01       9.992886252553e-01       0.000000000000e+00
6.822100000000e-01       9.994730914529e-01       0.000000000000e+00
6.992100000000e-01       9.996150970388e-01       0.000000000000e+00
7.162100000000e-01       9.997225354028e-01       0.000000000000e+00
7.332100000000e-01       9.998025161027e-01       0.000000000000e+00
7.502100000000e-01       9.998611569949e-01       0.000000000000e+00
7.672100000000e-01       9.999035365434e-01       0.000000000000e+00
7.842100000000e-01       9.999337466868e-01       0.000000000000e+00
8.012100000000e-01       9.999550010301e-01       0.000000000000e+00
8.182100000000e-01       9.999697672483e-01       0.000000000000e+00
8.352100000000e-01       9.999799020668e-01       0.000000000000e+00
8.522100000000e-01       9.999867769581e-01       0.000000000000e+00
8.692100000000e-01       9.999913877799e-01       0.000000000000e+00
8.862100000000e-01       9.999944461881e-01       0.000000000000e+00
