Timestep,DMC,STD
0.02,-1.010228099,8.311858951e-05
0.01,-1.010063921,8.64496589e-05
0.005,-1.009792526,8.492985567e-05
0.0025,-1.010265244,7.884447256e-05
0.0,-1.0100276638163534,0.00021375952802627936
