Timestep DMC STD
0.02 -9.753941244 0.0001159321634
0.01 -9.753970755 0.0001100272811
0.005 -9.754111285 0.0001164197827
0.0025 -9.753932735 0.0001166289964
0.001 -9.753779485 0.0001050214018
