Timestep DMC STD
0.02 -123.3297941 0.0007435463194
0.01 -123.3198678 0.0006489964004
0.005 -123.3143486 0.0005980776678
0.0025 -123.3117575 0.0006525872691
0.001 -123.3106 0.0006743519616
