#  Lmax = 2 nonlocal L channels2
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       1.890445052986e-02       2.062382331625e+01       7.718044883028e+00
1.921000000000e-02       1.641707577291e-01       2.060171340356e+01       7.714406764399e+00
3.621000000000e-02       3.087108263252e-01       2.054466463115e+01       7.705001324556e+00
5.321000000000e-02       4.518848733351e-01       2.045310403784e+01       7.689850753588e+00
7.021000000000e-02       5.930608855770e-01       2.032771016771e+01       7.668990264833e+00
8.721000000000e-02       7.316197412609e-01       2.016940448814e+01       7.642468251956e+00
1.042100000000e-01       8.669603707385e-01       1.997933769138e+01       7.610346107973e+00
1.212100000000e-01       9.985048674641e-01       1.975887219962e+01       7.572697964508e+00
1.382100000000e-01       1.125703487395e+00       1.950956230166e+01       7.529610409126e+00
1.552100000000e-01       1.248039441106e+00       1.923313154613e+01       7.481182137490e+00
1.722100000000e-01       1.365033400958e+00       1.893144820299e+01       7.427523558840e+00
1.892100000000e-01       1.476247659411e+00       1.860649957694e+01       7.368756374643e+00
2.062100000000e-01       1.581289834403e+00       1.826036503098e+01       7.305013088495e+00
2.232100000000e-01       1.679816092394e+00       1.789518907096e+01       7.236436503202e+00
2.402100000000e-01       1.771533801348e+00       1.751315440219e+01       7.163179166298e+00
2.572100000000e-01       1.856203575050e+00       1.711645570699e+01       7.085402782104e+00
2.742100000000e-01       1.933640690458e+00       1.670727476685e+01       7.003277609613e+00
2.912100000000e-01       2.003715814932e+00       1.628775691532e+01       6.916981809629e+00
3.082100000000e-01       2.066355080785e+00       1.585998968059e+01       6.826700792060e+00
3.252100000000e-01       2.121539473627e+00       1.542598353801e+01       6.732626530104e+00
3.422100000000e-01       2.169303564118e+00       1.498765515284e+01       6.634956858273e+00
3.592100000000e-01       2.209733628505e+00       1.454681333378e+01       6.533894771494e+00
3.762100000000e-01       2.242965161974e+00       1.410514758434e+01       6.429647695047e+00
3.932100000000e-01       2.269179880575e+00       1.366421949483e+01       6.322426769003e+00
4.102100000000e-01       2.288602239460e+00       1.322545676542e+01       6.212446119883e+00
4.272100000000e-01       2.301495548688e+00       1.279014982739e+01       6.099922134368e+00
4.442100000000e-01       2.308157770372e+00       1.235945091398e+01       5.985072749253e+00
4.612100000000e-01       2.308917050139e+00       1.193437533848e+01       5.868116733987e+00
4.782100000000e-01       2.304127090610e+00       1.151580479321e+01       5.749273000740e+00
4.952100000000e-01       2.294162425113e+00       1.110449238288e+01       5.628759920744e+00
5.122100000000e-01       2.279413677748e+00       1.070106913463e+01       5.506794658850e+00
5.292100000000e-01       2.260282885411e+00       1.030605168700e+01       5.383592536892e+00
5.462100000000e-01       2.237178942325e+00       9.919850903400e+00       5.259366408386e+00
5.632100000000e-01       2.210513237305e+00       9.542781103970e+00       5.134326070306e+00
5.802100000000e-01       2.180695533101e+00       9.175069685308e+00       5.008677696251e+00
5.972100000000e-01       2.148130137796e+00       8.816866880331e+00       4.882623299662e+00
6.142100000000e-01       2.113212402400e+00       8.468255425848e+00       4.756360233933e+00
6.312100000000e-01       2.076325580795e+00       8.129259988577e+00       4.630080717428e+00
6.482100000000e-01       2.037838063844e+00       7.799856144601e+00       4.503971400235e+00
6.652100000000e-01       1.998101007400e+00       7.479978817905e+00       4.378212961865e+00
6.822100000000e-01       1.957446356673e+00       7.169530064440e+00       4.252979745261e+00
6.992100000000e-01       1.916185256552e+00       6.868386120074e+00       4.128439430463e+00
7.162100000000e-01       1.874606853120e+00       6.576403694527e+00       4.004752740519e+00
7.332100000000e-01       1.832977452153e+00       6.293425460914e+00       3.882073188577e+00
7.502100000000e-01       1.791540028261e+00       6.019284765845e+00       3.760546859465e+00
7.672100000000e-01       1.750514055005e+00       5.753809571981e+00       3.640312228125e+00
7.842100000000e-01       1.710095620555e+00       5.496825665607e+00       3.521500015377e+00
8.012100000000e-01       1.670457815553e+00       5.248159191406e+00       3.404233077167e+00
8.182100000000e-01       1.631751341444e+00       5.007638558845e+00       3.288626329900e+00
8.352100000000e-01       1.594105322450e+00       4.775095796206e+00       3.174786708365e+00
8.522100000000e-01       1.557628283482e+00       4.550367417247e+00       3.062813156276e+00
8.692100000000e-01       1.522409256749e+00       4.333294869069e+00       2.952796647739e+00
8.862100000000e-01       1.488519001038e+00       4.123724636816e+00       2.844820238504e+00
9.032100000000e-01       1.456011288815e+00       3.921508065577e+00       2.738959144979e+00
9.202100000000e-01       1.424924247285e+00       3.726500967826e+00       2.635280849944e+00
9.372100000000e-01       1.395281724686e+00       3.538563072844e+00       2.533845233318e+00
9.542100000000e-01       1.367094656697e+00       3.357557368362e+00       2.434704725039e+00
9.712100000000e-01       1.340362423323e+00       3.183349385589e+00       2.337904480712e+00
9.882100000000e-01       1.315074169254e+00       3.015806460970e+00       2.243482575192e+00
1.005210000000e+00       1.291210081962e+00       2.854797012564e+00       2.151470214713e+00
1.022210000000e+00       1.268742613107e+00       2.700189856356e+00       2.061891964987e+00
1.039210000000e+00       1.247637632715e+00       2.551853580329e+00       1.974765991853e+00
1.056210000000e+00       1.227855514117e+00       2.409655998255e+00       1.890104316237e+00
1.073210000000e+00       1.209352139668e+00       2.273463685533e+00       1.807913077321e+00
1.090210000000e+00       1.192079828244e+00       2.143141609344e+00       1.728192805561e+00
1.107210000000e+00       1.175988181613e+00       2.018552853351e+00       1.650938702746e+00
1.124210000000e+00       1.161024849485e+00       1.899558432586e+00       1.576140925725e+00
1.141210000000e+00       1.147136215924e+00       1.786017202792e+00       1.503784876214e+00
