Timestep DMC STD
0.02 -58.053758 0.0005229480906
0.01 -58.04834515 0.0004702033027
0.005 -58.04607662 0.0005446117542
0.0025 -58.04635269 0.0005351006653
0.001 -58.04531468 0.0004199383958
