Timestep DMC STD
0.02 -21.06144506 0.0001820433456
0.01 -21.06162195 0.0001444915405
0.005 -21.06146796 0.0001603002264
0.0025 -21.06180181 0.000150603171
0.001 -21.06154068 0.0001704346285
