Timestep DMC STD
0.02 -6.456108863 8.64897699e-05
0.01 -6.456223147 7.986590689e-05
0.005 -6.456409592 8.952741129e-05
0.0025 -6.456066863 9.74156888e-05
0.001 -6.456292023 8.851393248e-05
