Timestep DMC STD
0.02 -71.38341902 0.0006066320783
0.01 -71.3785437 0.0005699528288
0.005 -71.37646273 0.0006775320927
0.0025 -71.37355528 0.0005809059712
0.001 -71.37411388 0.0005018224374
