Timestep DMC STD
0.02 -3.759344993 8.233251178e-05
0.01 -3.759114686 7.460079438e-05
0.005 -3.759328212 7.548702329e-05
0.0025 -3.759200985 7.242822523e-05
0.001 -3.759131513 7.594471725e-05
