Timestep DMC STD
0.02 -21.06170653 0.0001635588158
0.01 -21.06152827 0.0001715372118
0.005 -21.06163031 0.0001766135718
0.0025 -21.06149554 0.0001571721554
0.001 -21.06130671 0.0001632917782
