Timestep DMC STD
0.02 -14.91721029 0.0001531437974
0.01 -14.91732422 0.0001548470266
0.005 -14.91734702 0.0001557870239
0.0025 -14.9175596 0.0001529450757
0.001 -14.917656 0.0001445838375
