Timestep DMC STD
0.02 -145.0922807 0.0007847584767
0.01 -145.080819 0.0006637361493
0.005 -145.0758708 0.0006539329887
0.0025 -145.0735913 0.0007116140615
0.001 -145.0701648 0.0007045170639
