Timestep DMC STD
0.02 -9.754101721 0.0001310710925
0.01 -9.753957802 0.0001185927869
0.005 -9.753932796 0.0001209742176
0.0025 -9.753838824 0.0001166634696
0.001 -9.753792823 0.0001264122448
