#  Lmax = 1 nonlocal L channels1
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       7.180707073210e-03       2.074758574419e+01
1.921000000000e-02       6.224993796531e-02       2.071691902232e+01
3.621000000000e-02       1.166948505999e-01       2.063777849678e+01
5.321000000000e-02       1.703744466109e-01       2.051072244554e+01
7.021000000000e-02       2.235084357634e-01       2.033664003515e+01
8.721000000000e-02       2.765852730252e-01       2.011674341026e+01
1.042100000000e-01       3.302442270007e-01       1.985255394966e+01
1.212100000000e-01       3.851455837437e-01       1.954588435699e+01
1.382100000000e-01       4.418442694946e-01       1.919881825072e+01
1.552100000000e-01       5.006812696509e-01       1.881368648803e+01
1.722100000000e-01       5.617047952067e-01       1.839304101297e+01
1.892100000000e-01       6.246290608476e-01       1.793962700619e+01
2.062100000000e-01       6.888341223555e-01       1.745635280625e+01
2.232100000000e-01       7.534046742969e-01       1.694625919453e+01
2.402100000000e-01       8.172016397051e-01       1.641248762022e+01
2.572100000000e-01       8.789565344408e-01       1.585824816342e+01
2.742100000000e-01       9.373766866611e-01       1.528678794287e+01
2.912100000000e-01       9.912490359082e-01       1.470135972377e+01
3.082100000000e-01       1.039531489554e+00       1.410519192657e+01
3.252100000000e-01       1.081423288326e+00       1.350145981479e+01
3.422100000000e-01       1.116409186401e+00       1.289325844337e+01
3.592100000000e-01       1.144275945570e+00       1.228357780126e+01
3.762100000000e-01       1.165102611014e+00       1.167528002667e+01
3.932100000000e-01       1.179229122202e+00       1.107107933395e+01
4.102100000000e-01       1.187209047343e+00       1.047352448972e+01
4.272100000000e-01       1.189753200513e+00       9.884984080727e+00
4.442100000000e-01       1.187670606843e+00       9.307634665750e+00
4.612100000000e-01       1.181812270510e+00       8.743451691999e+00
4.782100000000e-01       1.173021962968e+00       8.194203280145e+00
4.952100000000e-01       1.162096604177e+00       7.661446701963e+00
5.122100000000e-01       1.149757389588e+00       7.146527482044e+00
5.292100000000e-01       1.136631494758e+00       6.650580946211e+00
5.462100000000e-01       1.123243366383e+00       6.174536067044e+00
5.632100000000e-01       1.110013874260e+00       5.719121356987e+00
5.802100000000e-01       1.097265489867e+00       5.284872626542e+00
5.972100000000e-01       1.085231567799e+00       4.872142362660e+00
6.142100000000e-01       1.074067998497e+00       4.481110432799e+00
6.312100000000e-01       1.063865875346e+00       4.111795969157e+00
6.482100000000e-01       1.054664040746e+00       3.764070061252e+00
6.652100000000e-01       1.046460814648e+00       3.437669114674e+00
6.822100000000e-01       1.039224434811e+00       3.132208610718e+00
6.992100000000e-01       1.032901988558e+00       2.847197001695e+00
7.162100000000e-01       1.027426807208e+00       2.582049649016e+00
7.332100000000e-01       1.022724380920e+00       2.336102490437e+00
7.502100000000e-01       1.018716948287e+00       2.108625371458e+00
7.672100000000e-01       1.015326933500e+00       1.898834860148e+00
7.842100000000e-01       1.012479419661e+00       1.705906390915e+00
8.012100000000e-01       1.010103834763e+00       1.528985718748e+00
8.182100000000e-01       1.008135014694e+00       1.367199510017e+00
8.352100000000e-01       1.006513780996e+00       1.219665083255e+00
8.522100000000e-01       1.005187152442e+00       1.085499233016e+00
8.692100000000e-01       1.004108289960e+00       9.638260997450e-01
8.862100000000e-01       1.003236249225e+00       8.537841277236e-01
9.032100000000e-01       1.002535608762e+00       7.545320700003e-01
9.202100000000e-01       1.001976018552e+00       6.652541032262e-01
9.372100000000e-01       1.001531708314e+00       5.851640718615e-01
9.542100000000e-01       1.001180984909e+00       5.135089017323e-01
9.712100000000e-01       1.000905736641e+00       4.495712519615e-01
9.882100000000e-01       1.000690962357e+00       3.926714447694e-01
1.005210000000e+00       1.000524332519e+00       3.421687479540e-01
