Timestep DMC STD
0.02 -145.0933344 0.0009286079395
0.01 -145.079917 0.0006928143835
0.005 -145.0746113 0.0007426711598
0.0025 -145.0714396 0.0006109046471
0.001 -145.0731318 0.0005768422166
