Timestep DMC STD
0.02 -1.935585386 6.759560809e-05
0.01 -1.935634955 6.178360474e-05
0.005 -1.935577375 5.733485048e-05
0.0025 -1.935530548 6.04592179e-05
0.001 -1.935737339 6.025126199e-05
