Timestep DMC STD
0.02 -46.52375344 0.0004947509409
0.01 -46.52128672 0.0004389730268
0.005 -46.52106471 0.0004523000356
0.0025 -46.51942627 0.0005025211745
0.001 -46.52010627 0.0003818191444
