Timestep DMC STD
0.02 -196.342221 0.0008514644665
0.01 -196.331314 0.0008292732036
0.005 -196.3235841 0.0006970098233
0.0025 -196.3174284 0.0007271188818
0.001 -196.3172517 0.0006880303488
