#  Lmax = 1 nonlocal L channels1
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       1.941299787948e-02       8.161541484221e+01
1.921000000000e-02       1.677770674955e-01       8.112494963838e+01
3.621000000000e-02       3.116931847896e-01       7.986949328661e+01
5.321000000000e-02       4.476930223357e-01       7.788465381537e+01
7.021000000000e-02       5.729086971644e-01       7.522589164179e+01
8.721000000000e-02       6.851633652132e-01       7.196598112396e+01
1.042100000000e-01       7.830143631377e-01       6.819172042016e+01
1.212100000000e-01       8.657491430791e-01       6.400007896940e+01
1.382100000000e-01       9.333389882374e-01       5.949409280061e+01
1.552100000000e-01       9.863573118140e-01       5.477869288767e+01
1.722100000000e-01       1.025872069798e+00       4.995672358689e+01
1.892100000000e-01       1.053322728461e+00       4.512536336340e+01
2.062100000000e-01       1.070391894589e+00       4.037308604336e+01
2.232100000000e-01       1.078881364103e+00       3.577730778050e+01
2.402100000000e-01       1.080600289850e+00       3.140276157241e+01
2.572100000000e-01       1.077271388357e+00       2.730061945752e+01
2.742100000000e-01       1.070458647312e+00       2.350832210917e+01
2.912100000000e-01       1.061517957433e+00       2.005003987750e+01
3.082100000000e-01       1.051569828141e+00       1.693765659587e+01
3.252100000000e-01       1.041492029527e+00       1.417215437211e+01
3.422100000000e-01       1.031928707715e+00       1.174526743410e+01
3.592100000000e-01       1.023311880898e+00       9.641273631342e+00
3.762100000000e-01       1.015891290329e+00       7.838814519744e+00
3.932100000000e-01       1.009768496321e+00       6.312637383211e+00
4.102100000000e-01       1.004931935583e+00       5.035188833897e+00
4.272100000000e-01       1.001290180257e+00       3.978003577065e+00
4.442100000000e-01       9.987014696988e-01       3.112856059579e+00
4.612100000000e-01       9.969983894025e-01       2.412667023050e+00
4.782100000000e-01       9.960071798863e-01       1.852167295655e+00
4.952100000000e-01       9.955617654991e-01       1.408339973576e+00
5.122100000000e-01       9.955129624726e-01       1.060667532224e+00
5.292100000000e-01       9.957336020389e-01       7.912168396746e-01
5.462100000000e-01       9.961203992048e-01       5.845965358997e-01
5.632100000000e-01       9.965934468014e-01       4.278203359680e-01
5.802100000000e-01       9.970941141997e-01       3.101066686302e-01
5.972100000000e-01       9.975820363197e-01       2.226410396661e-01
6.142100000000e-01       9.980317360431e-01       1.583229433814e-01
6.312100000000e-01       9.984292645971e-01       1.115133681456e-01
6.482100000000e-01       9.987691336966e-01       7.779549994025e-02
6.652100000000e-01       9.990516803750e-01       5.375595234997e-02
6.822100000000e-01       9.992809288406e-01       3.679111940125e-02
6.992100000000e-01       9.994629460523e-01       2.494043573250e-02
7.162100000000e-01       9.996046450714e-01       1.674593774566e-02
7.332100000000e-01       9.997129703599e-01       1.113677279584e-02
7.502100000000e-01       9.997943886330e-01       7.335907903632e-03
7.672100000000e-01       9.998546116744e-01       4.786219467115e-03
7.842100000000e-01       9.998984845248e-01       3.092972534664e-03
8.012100000000e-01       9.999299844536e-01       1.979720364513e-03
8.182100000000e-01       9.999522866064e-01       1.255093462011e-03
8.352100000000e-01       9.999678647729e-01       7.881212474139e-04
8.522100000000e-01       9.999786046963e-01       4.901782466686e-04
8.692100000000e-01       9.999859153989e-01       3.019673114631e-04
8.862100000000e-01       9.999908305206e-01       1.842510891332e-04
9.032100000000e-01       9.999940952932e-01       1.113536841671e-04
9.202100000000e-01       9.999962383336e-01       6.665673805480e-05
9.372100000000e-01       9.999976288450e-01       3.952094021748e-05
9.542100000000e-01       9.999985208747e-01       2.320895782179e-05
9.712100000000e-01       9.999990867739e-01       1.354858291569e-05
9.882100000000e-01       9.999994418622e-01       0.000000000000e+00
1.005210000000e+00       9.999996622823e-01       0.000000000000e+00
1.022210000000e+00       9.999997976647e-01       0.000000000000e+00
1.039210000000e+00       9.999998799529e-01       0.000000000000e+00
1.056210000000e+00       9.999999294580e-01       0.000000000000e+00
1.073210000000e+00       9.999999589407e-01       0.000000000000e+00
1.090210000000e+00       9.999999763246e-01       0.000000000000e+00
1.107210000000e+00       9.999999864745e-01       0.000000000000e+00
1.124210000000e+00       9.999999923435e-01       0.000000000000e+00
1.141210000000e+00       9.999999957049e-01       0.000000000000e+00
1.158210000000e+00       9.999999976120e-01       0.000000000000e+00
