Timestep DMC STD
0.02 -0.8230887999 3.066764151e-05
0.01 -0.8230624981 2.881273636e-05
0.005 -0.823089797 3.387166592e-05
0.0025 -0.8230164199 3.125818702e-05
0.001 -0.8230905863 2.784436932e-05
