Timestep DMC STD
0.02 -46.52273659 0.0005209628958
0.01 -46.52106285 0.0005015303168
0.005 -46.52045439 0.0004924763724
0.0025 -46.52039472 0.0004931411763
0.001 -46.51901788 0.0003981525767
