Timestep DMC STD
0.02 -5.405693034 0.0001105811463
0.01 -5.405829459 0.000113083471
0.005 -5.405232452 0.0001088147656
0.0025 -5.405809561 0.0001144425122
0.001 -5.405557778 0.0001106631658
