#  Lmax = 3 nonlocal L channels3
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       2.446176995383e-04       1.058162773874e+02       5.260827357367e+01       2.239365624529e+01
1.921000000000e-02       2.227358018277e-03       1.056125878547e+02       5.253350126963e+01       2.236377294959e+01
3.621000000000e-02       4.749210833956e-03       1.050873733506e+02       5.234052191317e+01       2.228665016026e+01
5.321000000000e-02       8.408877937314e-03       1.042454984356e+02       5.203065161582e+01       2.216282121556e+01
7.021000000000e-02       1.387981585949e-02       1.030946982382e+02       5.160598672276e+01       2.199313537681e+01
8.721000000000e-02       2.185645698527e-02       1.016454753554e+02       5.106938607508e+01       2.177875017717e+01
1.042100000000e-01       3.300041555139e-02       9.991094177298e+01       5.042443955275e+01       2.152111810441e+01
1.212100000000e-01       4.789084106827e-02       9.790661667573e+01       4.967542700515e+01       2.122196927011e+01
1.382100000000e-01       6.698238087101e-02       9.565019623283e+01       4.882727146279e+01       2.088329166536e+01
1.552100000000e-01       9.057342282422e-02       9.316129089317e+01       4.788548478186e+01       2.050730828575e+01
1.722100000000e-01       1.187862023454e-01       9.046113925752e+01       4.685610754062e+01       2.009645189403e+01
1.892100000000e-01       1.515592311550e-01       8.757230727842e+01       4.574564498016e+01       1.965333817595e+01
2.062100000000e-01       1.886517068754e-01       8.451837109343e+01       4.456099767547e+01       1.918073680007e+01
2.232100000000e-01       2.296584330061e-01       8.132359876444e+01       4.330939066122e+01       1.868154191219e+01
2.402100000000e-01       2.740334246430e-01       7.801262995989e+01       4.199829994883e+01       1.815874167543e+01
2.572100000000e-01       3.211198104218e-01       7.461016218765e+01       4.063537827541e+01       1.761538762828e+01
2.742100000000e-01       3.701835197507e-01       7.114065077403e+01       3.922838172207e+01       1.705456454228e+01
2.912100000000e-01       4.204483692494e-01       6.762802281898e+01       3.778509655763e+01       1.647936055728e+01
3.082100000000e-01       4.711302823854e-01       6.409541504853e+01       3.631326914512e+01       1.589283873928e+01
3.252100000000e-01       5.214688145799e-01       6.056493519926e+01       3.482053833335e+01       1.529800985503e+01
3.422100000000e-01       5.707545236691e-01       5.705745168458e+01       3.331437169587e+01       1.469780691494e+01
3.592100000000e-01       6.183512330878e-01       5.359241441770e+01       3.180200664781e+01       1.409506189299e+01
3.762100000000e-01       6.637125919204e-01       5.018770633408e+01       3.029039611112e+01       1.349248450372e+01
3.932100000000e-01       7.063928634526e-01       4.685952854885e+01       2.878616028799e+01       1.289264363260e+01
4.102100000000e-01       7.460520942003e-01       4.362231759485e+01       2.729554413430e+01       1.229795125595e+01
4.272100000000e-01       7.824561680884e-01       4.048869478884e+01       2.582438113729e+01       1.171064906641e+01
4.442100000000e-01       8.154724679783e-01       3.746944628809e+01       2.437806365691e+01       1.113279787701e+01
4.612100000000e-01       8.450618925235e-01       3.457353193447e+01       2.296151954105e+01       1.056626967348e+01
4.782100000000e-01       8.712681985642e-01       3.180812053133e+01       2.157919534178e+01       1.001274239722e+01
4.952100000000e-01       8.942054971149e-01       2.917864895962e+01       2.023504572118e+01       9.473697273672e+00
5.122100000000e-01       9.140447783719e-01       2.668890219393e+01       1.893252894039e+01       8.950418603594e+00
5.292100000000e-01       9.310002418172e-01       2.434111062897e+01       1.767460806784e+01       8.443995834394e+00
5.462100000000e-01       9.453160569028e-01       2.213606228508e+01       1.646375756927e+01       7.955327749827e+00
5.632100000000e-01       9.572541141509e-01       2.007322559977e+01       1.530197476692e+01       7.485128532857e+00
5.802100000000e-01       9.670831350426e-01       1.815088041568e+01       1.419079575425e+01       7.033935511981e+00
5.972100000000e-01       9.750694072731e-01       1.636625381901e+01       1.313131523761e+01       6.602118349967e+00
6.142100000000e-01       9.814692675820e-01       1.471565755763e+01       1.212420965049e+01       6.189889391770e+00
6.312100000000e-01       9.865233562645e-01       1.319462534840e+01       1.116976321555e+01       5.797315020611e+00
6.482100000000e-01       9.904525563012e-01       1.179804663669e+01       1.026789611960e+01       5.424327676818e+00
6.652100000000e-01       9.934554783244e-01       1.052029562192e+01       9.418194477851e+00       5.070738396950e+00
6.822100000000e-01       9.957072909215e-01       9.355353521631e+00       8.619941484110e+00       4.736249626696e+00
6.992100000000e-01       9.973596617592e-01       8.296922443176e+00       7.872149132012e+00       4.420468064957e+00
7.162100000000e-01       9.985415901444e-01       7.338530459295e+00       7.173590295342e+00       4.122917448605e+00
7.332100000000e-01       9.993608805437e-01       6.473626394095e+00       6.522830428000e+00       3.843051000485e+00
7.502100000000e-01       9.999060596382e-01       5.695664429979e+00       5.918258728702e+00       3.580263480715e+00
7.672100000000e-01       1.000248544395e+00       4.998178123272e+00       5.358118336677e+00       3.333902684648e+00
7.842100000000e-01       1.000444901553e+00       4.374843776697e+00       4.840535177427e+00       3.103280256844e+00
8.012100000000e-01       1.000539086221e+00       3.819533738101e+00       4.363545409008e+00       2.887681808567e+00
8.182100000000e-01       1.000564556472e+00       3.326359709168e+00       3.925121028560e+00       2.686376196657e+00
8.352100000000e-01       1.000546210876e+00       2.889706891457e+00       3.523193659286e+00       2.498623982601e+00
8.522100000000e-01       1.000502108674e+00       2.504259542094e+00       3.155676334418e+00       2.323685024041e+00
8.692100000000e-01       1.000444955643e+00       2.165018687283e+00       2.820483161277e+00       2.160825177682e+00
8.862100000000e-01       1.000383359667e+00       1.867312873716e+00       2.515546952536e+00       2.009322159956e+00
9.032100000000e-01       1.000322863712e+00       1.606802716496e+00       2.238834688152e+00       1.868470542422e+00
