Timestep DMC STD
0.02 -9.753483399 0.0001205157187
0.01 -9.753782718 0.000120858895
0.005 -9.753579865 0.0001266326428
0.0025 -9.753559941 0.0001212754382
0.001 -9.753612538 0.0001221454962
