Timestep DMC STD
0.02 -86.59874964 0.0007220750409
0.01 -86.59286768 0.0005852059412
0.005 -86.59003694 0.000637955814
0.0025 -86.58851232 0.0006902504731
0.001 -86.58690236 0.000505554409
