Timestep DMC STD
0.02 -1.935668265 6.684177065e-05
0.01 -1.935837076 6.524800915e-05
0.005 -1.935618108 6.254478801e-05
0.0025 -1.935698211 6.456510461e-05
0.001 -1.935894794 5.819042016e-05
