Timestep DMC STD
0.02 -5.404652041 9.800506218e-05
0.01 -5.404414378 0.0001051304009
0.005 -5.405029529 0.0001057830162
0.0025 -5.404491143 0.0001100744722
0.001 -5.404747336 0.0001031638534
