Timestep DMC STD
0.02 -2.604960035 8.633529463e-05
0.01 -2.604794992 9.18562995e-05
0.005 -2.604720311 9.789440876e-05
0.0025 -2.604547121 9.240604856e-05
0.001 -2.604485627 9.139934429e-05
