Timestep DMC STD
0.02 -2.604884692 9.692776527e-05
0.01 -2.604929479 0.0001070576378
0.005 -2.604511852 9.774257766e-05
0.0025 -2.60515211 0.0001120153763
0.001 -2.604640688 9.343042777e-05
