#  Lmax = 3 nonlocal L channels3
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       2.618358607461e-03       1.892227278213e+01       1.700599518269e+01       1.949907252609e+00
1.921000000000e-02       2.292218304198e-02       1.890849824928e+01       1.699356692762e+01       1.949452425254e+00
3.621000000000e-02       4.406881407041e-02       1.887290113500e+01       1.696144982069e+01       1.948276039131e+00
5.321000000000e-02       6.693350297272e-02       1.881560112668e+01       1.690975412979e+01       1.946379425203e+00
7.021000000000e-02       9.243751351982e-02       1.873678874201e+01       1.683865539436e+01       1.943764667203e+00
8.721000000000e-02       1.214574552867e-01       1.863672541544e+01       1.674839445604e+01       1.940434635379e+00
1.042100000000e-01       1.547390447548e-01       1.851574214719e+01       1.663927617709e+01       1.936392982029e+00
1.212100000000e-01       1.928226785916e-01       1.837423762721e+01       1.651166766610e+01       1.931644133920e+00
1.382100000000e-01       2.359867115286e-01       1.821267615131e+01       1.636599630366e+01       1.926193284995e+00
1.552100000000e-01       2.842128210804e-01       1.803158510380e+01       1.620274736132e+01       1.920046386677e+00
1.722100000000e-01       3.371755769832e-01       1.783155211472e+01       1.602246131429e+01       1.913210136802e+00
1.892100000000e-01       3.942560589713e-01       1.761322200493e+01       1.582573095307e+01       1.905691968275e+00
2.062100000000e-01       4.545775847959e-01       1.737729330833e+01       1.561319810178e+01       1.897500034763e+00
2.232100000000e-01       5.170593920504e-01       1.712451467592e+01       1.538555022419e+01       1.888643196741e+00
2.402100000000e-01       5.804832335848e-01       1.685568096988e+01       1.514351674297e+01       1.879131005358e+00
2.572100000000e-01       6.435668472468e-01       1.657162915565e+01       1.488786517273e+01       1.868973685060e+00
2.742100000000e-01       7.050382339472e-01       1.627323410111e+01       1.461939716807e+01       1.858182116110e+00
2.912100000000e-01       7.637050615843e-01       1.596140411186e+01       1.433894433189e+01       1.846767814396e+00
3.082100000000e-01       8.185144460864e-01       1.563707647127e+01       1.404736403120e+01       1.834742911738e+00
3.252100000000e-01       8.685995105606e-01       1.530121283221e+01       1.374553508198e+01       1.822120134282e+00
3.422100000000e-01       9.133105767068e-01       1.495479455940e+01       1.343435339509e+01       1.808912779906e+00
3.592100000000e-01       9.522303722672e-01       1.459881811619e+01       1.311472766993e+01       1.795134695689e+00
3.762100000000e-01       9.851737236521e-01       1.423429036679e+01       1.278757502007e+01       1.780800253059e+00
3.932100000000e-01       1.012173690965e+00       1.386222401078e+01       1.245381672925e+01       1.765924323587e+00
4.102100000000e-01       1.033456577464e+00       1.348363303523e+01       1.211437403461e+01       1.750522253222e+00
4.272100000000e-01       1.049408964395e+00       1.309952826570e+01       1.177016401233e+01       1.734609835837e+00
4.442100000000e-01       1.060540059579e+00       1.271091308667e+01       1.142209563005e+01       1.718203287048e+00
4.612100000000e-01       1.067442409146e+00       1.231877924174e+01       1.107106588627e+01       1.701319216155e+00
4.782100000000e-01       1.070753838296e+00       1.192410286964e+01       1.071795617790e+01       1.683974598898e+00
4.952100000000e-01       1.071122804992e+00       1.152784069589e+01       1.036362882432e+01       1.666186749064e+00
5.122100000000e-01       1.069178825432e+00       1.113092643794e+01       1.000892380057e+01       1.647973289720e+00
5.292100000000e-01       1.065508931202e+00       1.073426746748e+01       9.654655718316e+00       1.629352124947e+00
5.462100000000e-01       1.060640568754e+00       1.033874167292e+01       9.301611004641e+00       1.610341410176e+00
5.632100000000e-01       1.055030756412e+00       9.945194617064e+00       8.950545362181e+00       1.590959523518e+00
5.802100000000e-01       1.049060983506e+00       9.554436938093e+00       8.602181464812e+00       1.571225036353e+00
5.972100000000e-01       1.043037002684e+00       9.167242026468e+00       8.257206917249e+00       1.551156683878e+00
6.142100000000e-01       1.037192492655e+00       8.784343995162e+00       7.916272492530e+00       1.530773336387e+00
