Timestep DMC STD
0.02 -103.8422349 0.000724749563
0.01 -103.8340263 0.000703569458
0.005 -103.8290355 0.0006376614239
0.0025 -103.8281982 0.000593908774
0.001 -103.8253652 0.0005515615771
