Timestep DMC STD
0.02 -3.758945448 7.819807317e-05
0.01 -3.758937737 7.430804285e-05
0.005 -3.759051342 7.869557625e-05
0.0025 -3.758932435 8.373183014e-05
0.001 -3.758758189 7.224370549e-05
