#  Lmax = 2 nonlocal L channels2
#  Units = bohr hartree 
#  r  -r*V/zeff   Vnl ... 
2.210000000000e-03       2.728188813039e-02       3.815417740691e+02       2.809001600044e+02
1.921000000000e-02       2.348765843333e-01       3.782077691023e+02       2.781875875948e+02
3.621000000000e-02       4.321534710629e-01       3.697220734721e+02       2.712968570512e+02
5.321000000000e-02       6.114629953958e-01       3.564494535323e+02       2.605579986502e+02
7.021000000000e-02       7.671021740822e-01       3.389473724363e+02       2.464722079853e+02
8.721000000000e-02       8.955668556947e-01       3.179264918352e+02       2.296722937026e+02
1.042100000000e-01       9.955701093144e-01       2.942019359604e+02       2.108745985358e+02
1.212100000000e-01       1.067846909951e+00       2.686397668004e+02       1.908272908372e+02
1.382100000000e-01       1.114793091413e+00       2.421042294244e+02       1.702607882414e+02
1.552100000000e-01       1.139998734281e+00       2.154097297642e+02       1.498444134934e+02
1.722100000000e-01       1.147743160557e+00       1.892813576729e+02       1.301528657897e+02
1.892100000000e-01       1.142513034804e+00       1.643263291004e+02       1.116444187526e+02
2.062100000000e-01       1.128592298304e+00       1.410172572719e+02       9.465117568068e+01
2.232100000000e-01       1.109755428456e+00       1.196871088868e+02       7.938049424743e+01
2.402100000000e-01       1.089076871767e+00       1.005344252994e+02       6.592554899097e+01
2.572100000000e-01       1.068852563064e+00       8.363672510145e+01       5.428243301261e+01
2.742100000000e-01       1.050616221142e+00       6.896950716349e+01       4.437094734429e+01
2.912100000000e-01       1.035226130506e+00       5.642831802135e+01       3.605650640466e+01
3.082100000000e-01       1.022994302783e+00       4.585142487033e+01       2.917090763239e+01
3.252100000000e-01       1.013832710438e+00       3.704121589909e+01       2.353045487062e+01
3.422100000000e-01       1.007395384569e+00       2.978290610266e+01       1.895049580696e+01
3.592100000000e-01       1.003201732429e+00       2.385971693639e+01       1.525605280530e+01
3.762100000000e-01       1.000733088246e+00       1.906426428151e+01       1.228872869482e+01
3.932100000000e-01       9.995000909763e-01       1.520624397991e+01       9.910358917490e+00
4.102100000000e-01       9.990829469396e-01       1.211686480971e+01       8.004094723567e+00
4.272100000000e-01       9.991492762213e-01       9.650617261493e+00       6.473632717753e+00
4.442100000000e-01       9.994554958556e-01       7.685044453886e+00       5.241268572386e+00
4.612100000000e-01       9.998375834599e-01       6.119154684170e+00       4.245339225467e+00
4.782100000000e-01       1.000196397992e+00       4.871036476904e+00       3.437489823548e+00
4.952100000000e-01       1.000481401258e+00       3.875121824978e+00       2.780058457576e+00
5.122100000000e-01       1.000675411819e+00       3.079425764260e+00       2.243755720127e+00
5.292100000000e-01       1.000781843906e+00       2.442978979676e+00       1.805719910433e+00
5.462100000000e-01       1.000814963869e+00       1.933570848365e+00       1.447957862634e+00
5.632100000000e-01       1.000793107722e+00       1.525854964239e+00       1.156142773394e+00
5.802100000000e-01       1.000734423793e+00       1.199812435968e+00       9.187143506444e-01
5.972100000000e-01       1.000654569432e+00       9.395413420765e-01       7.262216185415e-01
6.142100000000e-01       1.000565778625e+00       7.323244334213e-01       5.708505900540e-01
6.312100000000e-01       1.000476799285e+00       5.679215161020e-01       4.460863188896e-01
6.482100000000e-01       1.000393306278e+00       4.380379699644e-01       3.464696775856e-01
6.652100000000e-01       1.000318517445e+00       3.359254173579e-01       2.674182275276e-01
6.822100000000e-01       1.000253837549e+00       2.560798447412e-01       2.050897077568e-01
6.992100000000e-01       1.000199433991e+00       1.940102625688e-01       1.562735751696e-01
7.162100000000e-01       1.000154703752e+00       1.460576232465e-01       1.183009961819e-01
7.332100000000e-01       1.000118623401e+00       1.092502594934e-01       8.896778675998e-02
7.502100000000e-01       1.000089994230e+00       8.118580702522e-02       6.646682552908e-02
7.672100000000e-01       1.000067601686e+00       5.993318449259e-02       4.932819685025e-02
7.842100000000e-01       1.000050310109e+00       4.395032909248e-02       3.636614277097e-02
8.012100000000e-01       1.000037111555e+00       3.201459659725e-02       2.663216413636e-02
8.182100000000e-01       1.000027144150e+00       2.316397925700e-02       1.937403024109e-02
8.352100000000e-01       1.000019691466e+00       1.664749892298e-02       1.400025340351e-02
8.522100000000e-01       1.000014171231e+00       1.188363345253e-02       1.004969407972e-02
8.692100000000e-01       1.000010118965e+00       8.425773101298e-03       7.165890237046e-03
8.862100000000e-01       1.000007169970e+00       5.933724365414e-03       5.075597644468e-03
9.032100000000e-01       1.000005041873e+00       4.150496141591e-03       3.571113541816e-03
9.202100000000e-01       1.000003518769e+00       2.883542562203e-03       2.495855635514e-03
9.372100000000e-01       1.000002437456e+00       1.989780670229e-03       1.732743385030e-03
9.542100000000e-01       1.000001675900e+00       1.363754440498e-03       1.194945833656e-03
9.712100000000e-01       1.000001143768e+00       9.283646879850e-04       8.185799725352e-04
9.882100000000e-01       1.000000774850e+00       6.277002303584e-04       5.570227935975e-04
1.005210000000e+00       1.000000521069e+00       4.215384448836e-04       3.765164196230e-04
1.022210000000e+00       1.000000347838e+00       2.811724749960e-04       2.528096241604e-04
1.039210000000e+00       1.000000230500e+00       1.862771237557e-04       1.686174219885e-04
1.056210000000e+00       1.000000151628e+00       1.225735998447e-04       1.117146452513e-04
1.073210000000e+00       1.000000099017e+00       8.010970254184e-05       7.352189389620e-05
1.090210000000e+00       1.000000064189e+00       5.200251005041e-05       4.806427737588e-05
1.107210000000e+00       1.000000041309e+00       3.352848247656e-05       3.121237059374e-05
1.124210000000e+00       1.000000026391e+00       2.147111447576e-05       2.013401314641e-05
1.141210000000e+00       1.000000016738e+00       1.370695035592e-05       1.294881789156e-05
1.158210000000e+00       1.000000010539e+00       0.000000000000e+00       0.000000000000e+00
1.175210000000e+00       1.000000006588e+00       0.000000000000e+00       0.000000000000e+00
1.192210000000e+00       1.000000004088e+00       0.000000000000e+00       0.000000000000e+00
