Timestep DMC STD
0.02 -3.758969211 6.920072576e-05
0.01 -3.75901982 6.98546142e-05
0.005 -3.759017413 8.057330072e-05
0.0025 -3.758950731 7.644657634e-05
0.001 -3.75907269 7.663305722e-05
