Timestep DMC STD
0.02 -6.45641122 9.438016105e-05
0.01 -6.456400037 9.256006214e-05
0.005 -6.456594294 8.924318953e-05
0.0025 -6.456207412 9.877094827e-05
0.001 -6.456563316 9.270255248e-05
